COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE
CRCKSCRN,My screen cracked and the camera will not work,104000000000.0,Sprint,12-JUN-17 07.20.47.468000000 PM
LOST,My child lost the tablet,101000000000.0,Sprint,23-MAR-17 12.39.31.858000000 AM
CRCKSCRN,The phone was dropped with a case on it. The screen cracked.,101000000000.0,Sprint,18-APR-17 04.19.19.030000000 PM
LQDDMG,liquid damage,102000000000.0,Sprint,09-JUN-17 01.12.54.443000000 PM
CRCKSCRN,Dropped phone on sidewalk.,105000000000.0,Sprint,16-MAY-17 03.07.03.030000000 PM
UNRECOV,Fell in the lake,102000000000.0,Sprint,27-JUN-18 07.59.03.158000000 PM
CRCKSCRN,Phone in pocket fell out of pocket at work,109000000000.0,Sprint,07-MAY-17 08.54.07.605000000 PM
LOST,Apple iPhone 7 Plus 32GB lost my cellPhon in the party..!,107000000000.0,Sprint,09-JUN-17 07.52.50.741000000 AM
STOLEN,"I stopped to get fuel at a gas station, went in to pay and it was stolen out of my car.",109000000000.0,Sprint,14-APR-17 01.52.58.912000000 PM
CRCKSCRN,screen keeps. going. on amd. out also jumping,113126531.0,Sprint,16-APR-17 04.56.32.000000000 PM
MLFUNC,Button to turn screen on stop working.,109000000000.0,Sprint,23-JUN-17 02.42.34.594000000 AM
UNRECOV,my phone was lost in the ocean.,109000000000.0,Sprint,12-JUN-18 07.57.03.746000000 PM
CRCKSCRN,"It was damaged upon delivery, the outer box looked intact but the device box looked a little rough. I don't know if it was cracked in the factory or not but Sprint told me to contact you and I don't know how to contact the delivery company. The device still works aside from the crack, and I needed to use it to contact my doctor (i'm epileptic) so i couldnt deactivate it. I bought it less than 30 days ago, so it should still have a warranty there too.",100000000000.0,Sprint,15-MAY-17 11.08.59.977000000 PM
CRCKSCRN,Phone was dropped and only is cracked on the bottom and only half the screen is working,100000000000.0,Sprint,06-JUN-17 03.59.18.406000000 PM
CRCKSCRN,Fell between the car seat and the home screen button cracked,102000000000.0,Sprint,17-MAY-17 08.22.28.106000000 PM
STOLEN,My chaild had the phone and they snatched it from her,104000000000.0,Sprint,16-MAY-17 11.38.46.765000000 PM
LOST,phone got stolen,107000000000.0,Sprint,06-JUN-17 02.58.08.247000000 AM
UNRECOV,My phone fell into the lake.,108000000000.0,Sprint,01-JUN-18 12.12.06.799000000 AM
LQDDMG,water-proof compartment that phone was in filled with water,110851665.0,Sprint,20-APR-17 05.01.34.127000000 PM
CRCKSCRN,Fell out of my pocket exiting my car. Bottom right of screen cracked. Thin crack from right to left very bottom of device. No loss of functionality.,101000000000.0,Sprint,23-JUN-17 10.44.55.604000000 PM
CRCKSCRN,Dropped phone,109000000000.0,Sprint,15-APR-17 03.10.25.854000000 PM
CRCKSCRN,My screen is cracked and I cannot use my phone because the screen is also frozen.,106000000000.0,Sprint,09-JUN-17 07.53.12.188000000 PM
LOST,I lost in thes mall in gym,102000000000.0,Sprint,06-JUN-17 01.17.40.292000000 PM
CRCKSCRN,"dropped phone, screen cracked and will not cut back on",105000000000.0,Sprint,09-JUN-17 12.39.46.274000000 AM
STOLEN,I Stolen My Device Phone,107000000000.0,Sprint,08-JUN-17 11.54.39.728000000 PM
CRCKSCRN,I dropped my phone. Screen cracked,102000000000.0,Sprint,04-MAY-17 06.57.31.034000000 PM
CRCKSCRN,phone was dropped on the ground with a screen protector on it and the whole screen shattered and screen went black,109000000000.0,Sprint,17-MAY-17 11.58.59.662000000 AM
CRCKSCRN,"Screen is cracked, bottom half of touch screen does not work. needs to be replaced.",106000000000.0,Sprint,06-MAY-17 12.17.04.747000000 AM
CRCKSCRN,I was out training and dropped my phone in its screens.,108000000000.0,Sprint,04-MAY-17 11.45.43.553000000 PM
LQDDMG,My phone got rained on,101000000000.0,Sprint,06-JUN-17 04.37.52.092000000 PM
CRCKSCRN,"Device was dropped 3 days ago, display was cracked and the device also has a issue where half of the display is blurry. Device was brought to Sprint Store for service and repair and the device could not be repaired.",105000000000.0,Sprint,15-APR-17 07.38.56.788000000 PM
LQDDMG,damage,103000000000.0,Sprint,19-APR-17 06.07.59.014000000 PM
OTHER,dropped/ hit on hard surface,112704492.0,Sprint,18-FEB-17 03.26.02.000000000 PM
CRCKSCRN,The phone was dropped and cracked in the corner and then it started to spread,101000000000.0,Sprint,06-JUN-17 11.35.59.923000000 PM
LOST,my apple ipad pro 32gb is lost in the parcking,109000000000.0,Sprint,23-JUN-17 12.47.13.504000000 AM
CRCKSCRN,"Dropped phone, cracked screen",102000000000.0,Sprint,19-APR-17 12.19.07.174000000 AM
OTHER,dropped/ hit on hard surface,110343161.0,Sprint,02-MAY-16 04.47.31.000000000 PM
LOST,lost it,103000000000.0,Sprint,24-JUN-17 12.37.11.807000000 AM
MLFUNC,"I don't know exactly what happened, it just randomly shuts off and won't power back on without taking the battery out and completely rebooting the phone. Sometimes, the screen only lights up 1/2 way, and I end up taking the battery out as that is the only way that seems to fix it.",106000000000.0,Sprint,16-APR-17 08.44.30.769000000 PM
OTHER,Breakage,112931821.0,Sprint,19-MAR-17 06.23.33.000000000 PM
STOLEN,"I left the phone in my office drawer. Upon returning to my office on 4-16-17 AM around 10:30, I discovered that the phone was missing along with my personal checks, and personal financial information. A police report was filed on 4-17-17",105000000000.0,Sprint,18-APR-17 07.09.43.919000000 PM
CRCKSCRN,my youngest son was watching youtube and cracked screen even with the zagg screen protector on it,106000000000.0,Sprint,28-MAR-17 06.53.34.361000000 PM
UNRECOV,I added a line to my sprint account for a family member. Family member did not pay the phone bill. I suspended the service. I asked for the device to be returned. The family member will not return the device by no means nor will they give me the money for it.,102000000000.0,Sprint,22-JUN-18 02.57.31.550000000 AM
UNRECOV,my device was thrown outside the car by my son. its in pieces or shatterd on the road,110000000000.0,Sprint,26-JUN-18 02.31.41.952000000 AM
OTHER,I accidentally got the phone back on his vehicle and rode on the phone,111798476.0,Sprint,16-MAY-17 02.47.35.062000000 AM
CRCKSCRN,dog jumped on me and hit my phone out of my hand.,102000000000.0,Sprint,14-APR-17 11.41.40.531000000 PM
CRCKSCRN,I dropped my phone and it cracked then someone stepped on it when I did.,104000000000.0,Sprint,04-MAY-17 07.37.37.858000000 PM
CRCKSCRN,My Children was playing with my phone must of dropped it or something.,106000000000.0,Sprint,26-APR-17 06.41.57.073000000 AM
LOST,I got lost in the cinema,108000000000.0,Sprint,12-JUN-17 01.55.00.223000000 AM
LOST,lost it,104000000000.0,Sprint,30-JUN-17 10.16.43.182000000 PM
LOST,i lost,102000000000.0,Sprint,09-JUN-17 02.11.24.211000000 PM
LOST,I lost phone,105000000000.0,Sprint,24-JUN-17 12.59.26.757000000 AM
MLFUNC,Will not hold charge and then does not want to charge up. hard to find a charger that will work on it.,107000000000.0,Sprint,09-JUN-17 02.49.49.192000000 PM
LOST,lost in the bar,100000000000.0,Sprint,08-JUN-17 11.37.40.133000000 PM
CRCKSCRN,Dropped my phone (with glass screen protector) and screen was instantly cracked.,101000000000.0,Sprint,17-APR-17 05.41.37.590000000 PM
MLFUNC,Saturday morning I went to power my phone to use and it wouldn't power on. I place on the charge to see if it will power on and it didn't went into the store and they said it didn't have power.,107000000000.0,Sprint,18-MAY-17 03.22.48.401000000 PM
LOST,Lost at gym,106000000000.0,Sprint,17-JUN-17 06.20.08.769000000 AM
STOLEN,my cell phone was stolen this morning,105000000000.0,Sprint,07-JUN-17 10.09.54.955000000 PM
LOST,My iphone is lost im the school,101000000000.0,Sprint,07-JUN-17 03.46.18.694000000 PM
CRCKSCRN,Dropped the phone on the floor at work and the screen broke.,101000000000.0,Sprint,17-APR-17 07.30.06.735000000 PM
CRCKSCRN,my device shuts down when talking and you cannot here,103000000000.0,Sprint,16-MAY-17 02.40.35.496000000 PM
STOLEN,My purse was stolen and my phone was in it,108000000000.0,Sprint,19-APR-17 02.44.23.757000000 PM
CRCKSCRN,Does not work at all.,109000000000.0,Sprint,08-JUN-17 06.08.49.331000000 PM
CRCKSCRN,cracked screen,113300738.0,Sprint,17-MAY-17 01.04.38.000000000 PM
CRCKSCRN,I had the phone in my hands and it slipped out of them onto the concrete.,108000000000.0,Sprint,07-JUN-17 02.16.05.870000000 AM
CRCKSCRN,The phone was dropped and the liquid display is damaged.,105000000000.0,Sprint,07-JUN-17 04.50.09.716000000 PM
STOLEN,"I had an employee delivering phones to my employees and she got pulled over by police, she was incarcerated, she did 10 days in jail and got out 4/17/17... we went to get the car out the impound and the phones wasn't there . So I'm filing a claim for lost and stolen iPhones",100000000000.0,Sprint,18-APR-17 01.39.39.663000000 PM
STOLEN,my device was stolen at the university,104000000000.0,Sprint,07-JUN-17 08.43.57.305000000 PM
STOLEN,Teacher was charging it. Someone stole it off her desk,101000000000.0,Sprint,06-MAY-17 11.34.54.242000000 AM
CRCKSCRN,I was walking down the street and my phone fell screen first on the cement.,111844163.0,Sprint,06-JUN-17 03.15.10.296000000 AM
CRCKSCRN,phone is not keeping charge. displays 85percent open an app and phone goes to 20percent or shuts off. also very difficult to hear on the phone i have to use speaker to have a phone conversation.,113292158.0,Sprint,15-MAY-17 07.16.19.000000000 PM
UNRECOV,"Went on a fishing trip, I was wearing gym shorts. As I stepped on the boat it fell off of my pocket. I was unable to retrieve before it sunk.",103000000000.0,Sprint,25-JUN-18 04.59.03.827000000 PM
LQDDMG,drop wather,111588792.0,Sprint,09-JUN-17 08.19.00.723000000 PM
CRCKSCRN,Phone was slipped out of car when door opened and cracked on pavement,112670654.0,Sprint,05-MAY-17 05.31.41.825000000 AM
OTHER,Missing pieces on my screen . Board exposed,102000000000.0,Sprint,06-JUN-17 04.24.48.410000000 PM
OTHER,Ran over with a car. completely destroyed,107000000000.0,Sprint,16-APR-17 08.17.20.690000000 PM
STOLEN,stolent me in the buss,106000000000.0,Sprint,12-JUN-17 05.00.05.038000000 PM
CRCKSCRN,phone fell onto screen and screen just cracked,113123560.0,Sprint,15-APR-17 05.52.46.000000000 PM
CRCKSCRN,"Cracked in small spot, but caused screen to stop working correctly.",105000000000.0,Sprint,17-APR-17 08.54.18.872000000 PM
LOST,I lost my phone in my work,109000000000.0,Sprint,24-JUN-17 12.16.40.267000000 AM
CRCKSCRN,phone is cracked and also won't charge,109000000000.0,Sprint,16-MAY-17 12.39.18.299000000 AM
LOST,In the park on the way home,108000000000.0,Sprint,10-JUN-17 05.08.25.210000000 PM
LQDDMG,It was dropped in hot tube and screen was cracked,110689899.0,Sprint,10-JUN-17 05.32.28.157000000 PM
LOST,lost my luggage,110000000000.0,Sprint,08-JUN-17 08.58.36.298000000 PM
LOST,station the train,104000000000.0,Sprint,05-MAY-17 08.16.20.307000000 AM
LQDDMG,I shup up into water,104000000000.0,Sprint,25-APR-17 10.47.45.196000000 PM
CRCKSCRN,dropped phone on cement,106000000000.0,Sprint,06-MAY-17 04.22.56.446000000 PM
CRCKSCRN,I dropped it in the kitchen and it shattered.,106000000000.0,Sprint,28-MAR-17 12.12.00.519000000 AM
LOST,Husband left tablet on a train in New York,106000000000.0,Sprint,26-MAR-17 05.56.23.063000000 PM
OTHER,i dropped my phone,108000000000.0,Sprint,18-APR-17 02.12.01.236000000 PM
UNRECOV,I was exiting a taxi and my phone fell in the way of traffic and got totally destroyed,101000000000.0,Sprint,27-JUN-18 04.04.55.210000000 PM
CRCKSCRN,While at work I dropped my cellphone with a case it and no prior damage or cracks. The screen fully cracked leaving loose glass on the screen.,104000000000.0,Sprint,08-MAY-17 01.10.50.063000000 AM
CRCKSCRN,I tripped and the phone flew out of my hand and shattered.,110949308.0,Sprint,08-JUN-17 03.37.00.648000000 AM
OTHER,Dropped it at work 2 days in a row.,108000000000.0,Sprint,07-JUN-17 07.46.04.733000000 PM
LQDDMG,I slipped in the lake with the phone in my pocket. the phone was submerged in the lake,111751756.0,Sprint,17-MAY-17 06.10.51.992000000 PM
OTHER,i've just dropped it a few times over the course of having it this entire time. figured that device protection might cover it,106000000000.0,Sprint,18-APR-17 02.32.44.497000000 PM
CRCKSCRN,the phone screen just went black. i can hear when phone rings,103000000000.0,Sprint,19-APR-17 05.06.29.433000000 AM
CRCKSCRN,touch screen not working.,112686671.0,Sprint,06-JUN-17 06.45.58.757000000 PM
LQDDMG,phone has been cracked for awhile. phone died and won't turn on or take charge.,112669546.0,Sprint,13-FEB-17 05.56.12.000000000 PM
MLFUNC,Can't hear and they can't hear cracking sounds,104000000000.0,Sprint,04-MAY-17 12.54.33.254000000 AM
CRCKSCRN,Dropped phone,111177093.0,Sprint,04-MAY-17 01.44.27.772000000 PM
LOST,lost my iphone,107000000000.0,Sprint,22-MAY-17 10.41.19.600000000 PM
CRCKSCRN,Fell off the table and landed on a pebble.,107000000000.0,Sprint,17-MAY-17 04.37.28.596000000 AM
CRCKSCRN,Fell off the table and hit the floor,103000000000.0,Sprint,15-MAY-17 11.22.34.251000000 PM
MLFUNC,don't know whats going on,100000000000.0,Sprint,05-MAY-17 09.59.32.285000000 PM
CRCKSCRN,Daughter was helping grandparents and dropped phone assisting them get into the house.,110316740.0,Sprint,18-APR-17 11.45.56.808000000 PM
CRCKSCRN,not listed,110000000000.0,Sprint,16-MAY-17 01.28.39.870000000 AM
LQDDMG,wather,105000000000.0,Sprint,17-MAY-17 09.55.49.885000000 PM
CRCKSCRN,"Phone stopped working while at work, device is on but screen will not work",101000000000.0,Sprint,05-MAY-17 09.30.36.073000000 PM
STOLEN,stolen,109000000000.0,Sprint,23-JUN-17 03.55.10.740000000 AM
CRCKSCRN,hard object hit the edge of the screen and blacked it out,108000000000.0,Sprint,16-APR-17 12.43.53.197000000 PM
STOLEN,i stole my device in the work,102000000000.0,Sprint,22-JUN-17 10.53.23.510000000 PM
STOLEN,Dropped it and left it outside. Then stolen,109000000000.0,Sprint,06-JUN-17 02.12.07.504000000 AM
LOST,My phone is gone,110000000000.0,Sprint,09-JUN-17 02.04.36.446000000 AM
LOST,I lost my phone in the park,101000000000.0,Sprint,06-JUN-17 12.06.46.936000000 PM
LOST,last night i was dinning with my wife and i dont know at what time i lost my device,103000000000.0,Sprint,09-JUN-17 02.30.51.258000000 AM
LOST,Lost in mall,107000000000.0,Sprint,24-JUN-17 01.50.59.185000000 AM
LOST,I was mugged,100000000000.0,Sprint,16-MAY-17 01.14.42.261000000 AM
LOST,i lost my phone in the mall,107000000000.0,Sprint,09-JUN-17 10.38.58.033000000 PM
LOST,my cell phone is lost in the park,108000000000.0,Sprint,23-JUN-17 11.56.11.529000000 PM
LOST,"i drop my apple device in the zoo park when i was with my family week saint , please support me.",101000000000.0,Sprint,17-APR-17 03.13.24.178000000 AM
CRCKSCRN,my phone dropped,112772128.0,Sprint,27-FEB-17 10.09.34.000000000 AM
UNRECOV,phone fell off boat,108000000000.0,Sprint,25-JUN-18 05.12.28.920000000 PM
STOLEN,Stolen,110000000000.0,Sprint,16-APR-17 10.28.09.713000000 PM
UNRECOV,My son lost his phone at my sisters. It was lost behind her house in a creek. We attempted to find it but were not successful,103000000000.0,Sprint,24-JUN-18 12.36.12.995000000 AM
UNRECOV,Boating,100000000000.0,Sprint,15-JUN-18 01.46.37.806000000 PM
LOST,I lost my phone when I was getting off my phone,108000000000.0,Sprint,07-JUN-17 12.18.09.304000000 AM
OTHER,cracked screen,113300810.0,Sprint,17-MAY-17 01.15.23.000000000 PM
LOST,My device was lose when i was in the park with my family,103000000000.0,Sprint,04-MAY-17 07.08.41.383000000 PM
LOST,Fell out of laundry basket at laundry mat.,102000000000.0,Sprint,12-JUN-17 05.29.58.416000000 AM
LOST,My daughter was at School and she lost her phone out of her back pack,104000000000.0,Sprint,23-JUN-17 12.28.43.397000000 AM
LOST,went to the store and left it went back for it and it was gone.,102000000000.0,Sprint,10-JUN-17 12.46.35.048000000 AM
LOST,It was in my Car and I went to two places and now it's missing.,104000000000.0,Sprint,17-APR-17 01.08.10.677000000 AM
CRCKSCRN,It fell on the ground.,111769732.0,Sprint,18-MAY-17 05.08.53.074000000 PM
CRCKSCRN,The phone would not keep a charge and never came on.. This is the second time this has happened to this particular edition.,102000000000.0,Sprint,17-APR-17 05.23.14.087000000 PM
LQDDMG,i had no incident of equipment exposed to liquid but that is what i was told at the store when it was examined. in any case it is not working at all.,113222663.0,Sprint,02-MAY-17 01.33.39.000000000 PM
LOST,lost,102000000000.0,Sprint,09-JUN-17 06.57.54.202000000 PM
MLFUNC,The phone will not charge with any wall chargers.,101000000000.0,Sprint,23-MAY-17 02.02.05.495000000 PM
OTHER,The phone dropped and the screen cracked and has missing pieces. The display is not working either,108000000000.0,Sprint,17-APR-17 03.04.09.992000000 AM
STOLEN,My phone was stolen on the street,108000000000.0,Sprint,12-JUN-17 06.58.17.819000000 PM
CRCKSCRN,Fell landing on her backside with the phone in the back pocket.,105000000000.0,Sprint,06-JUN-17 07.21.43.731000000 PM
MLFUNC,The home button does not work,109000000000.0,Sprint,16-APR-17 04.47.33.051000000 PM
OTHER,accidental damage,112880100.0,Sprint,12-MAR-17 07.32.30.000000000 PM
CRCKSCRN,The phone (Samsung Galaxy S7 Edge) was dropped to the cement ground and has a big crack on the front screen despite having a case and screen protector.,109000000000.0,Sprint,19-APR-17 04.49.35.703000000 PM
UNRECOV,My phone is gone,108000000000.0,Sprint,26-JUN-18 07.29.11.845000000 PM
OTHER,I dropped my phone in the stairs and have a broke screen,102000000000.0,Sprint,06-JUN-17 11.56.54.852000000 AM
LOST,Phone was lost while on vacation in Mexico.,105000000000.0,Sprint,06-JUN-17 02.29.35.982000000 AM
LOST,left it in the restroom at a restaurant,106000000000.0,Sprint,06-MAY-17 01.28.25.565000000 AM
STOLEN,"It was taken from my home. I called the police , and tried to find it with my device manager.",102000000000.0,Sprint,07-MAY-17 01.51.23.382000000 PM
OTHER,"I dropped my phone by accident and the screen crack, now I can't see nothing ,received o send calls",102000000000.0,Sprint,18-APR-17 01.04.45.660000000 AM
OTHER,fell on concrete at school,100000000000.0,Sprint,05-MAY-17 01.13.57.099000000 AM
OTHER,It fell from the kitchen counter.,112121825.0,Sprint,05-MAY-17 11.02.21.058000000 PM
LQDDMG,I dropped my phone in the toilet and now its not working.,110000000000.0,Sprint,21-APR-17 09.33.32.154000000 PM
UNRECOV,Dropped my phone in a sewer grate,103000000000.0,Sprint,28-JUN-18 02.34.54.447000000 PM
CRCKSCRN,It froze and then it wouldn't come back on without being connected to the charger. Now if it times out i have to connect to charger to get on. It doesnt respond to me touching to come on and is not consistent in response when on.,105000000000.0,Sprint,15-APR-17 01.56.42.914000000 AM
CRCKSCRN,"While at work, the phone slipped out of my pocket, and fell onto the ground and cracked on the upper left side of the phone.",109000000000.0,Sprint,04-MAY-17 11.30.41.945000000 PM
LOST,"I lost my cell phone again and I do not know where, I need another urgent",105000000000.0,Sprint,19-SEP-17 09.46.04.285000000 PM
MLFUNC,I was at work and my phone was in my pocket. When I got off of work I checked my phone and it was in a state in between off and on with the blue light flashing like it was trying to turn off or on. After the phone died I tried charging it and the red light that indicates it is charging was functioning but the screen would not turn on. I do not know what might have caused it. The back of the phone is cracked but that happened in December and that was not affecting the performance of the device.,104000000000.0,Sprint,18-APR-17 09.58.08.173000000 PM
CRCKSCRN,was walking outside and i dropped my phone.,105000000000.0,Sprint,23-JUN-17 12.06.37.089000000 AM
STOLEN,yesterday at the mall 2 boys stolen my phone and anybody catched this guys i need my cellphone,102000000000.0,Sprint,15-MAY-17 10.07.01.201000000 PM
UNRECOV,Lost while out if country,101000000000.0,Sprint,04-MAY-17 01.24.57.129000000 AM
LOST,lost it,100000000000.0,Sprint,16-MAY-17 12.40.55.289000000 AM
LQDDMG,my device was stolen,107000000000.0,Sprint,09-MAY-17 06.16.13.432000000 PM
LQDDMG,Got knocked into water by dog,109000000000.0,Sprint,25-APR-17 06.03.45.333000000 PM
CRCKSCRN,my phone feel and the crack phones,113266356.0,Sprint,10-MAY-17 10.10.16.000000000 AM
OTHER,My screen is cracked,103000000000.0,Sprint,24-JUN-17 01.26.48.750000000 AM
STOLEN,Device was taken from a job site,112016508.0,Sprint,06-JUN-17 09.10.05.248000000 PM
MLFUNC,just lost signal one day,103000000000.0,Sprint,16-APR-17 11.00.58.055000000 AM
OTHER,Dropped my phone on the floor and it shattered,113118950.0,Sprint,05-MAY-17 03.08.49.496000000 PM
LOST,i lost,102000000000.0,Sprint,18-MAY-17 08.50.30.320000000 PM
CRCKSCRN,Dropped phone and cracked the screen on the top left side,105000000000.0,Sprint,16-JUN-17 11.30.46.656000000 PM
LOST,well Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,109000000000.0,Sprint,06-JUN-17 07.06.45.070000000 PM
LOST,lost when running,107000000000.0,Sprint,08-JUN-17 04.04.21.884000000 AM
LOST,i lost my phone in the park,101000000000.0,Sprint,08-JUN-17 06.29.28.092000000 PM
UNRECOV,I was at at the beach and my phone fell into the water at the Santa Monica pier on Sunday night.,109000000000.0,Sprint,01-JUN-18 06.09.40.659000000 PM
OTHER,In dropped and broke,111229583.0,Sprint,24-JUN-17 12.11.30.191000000 AM
LOST,I think I left my device on my vehicle.,101000000000.0,Sprint,18-MAY-17 07.07.59.977000000 PM
CRCKSCRN,Slipped out of hand and dropped face down on tile floor.,102000000000.0,Sprint,06-JUN-17 07.38.31.404000000 PM
CRCKSCRN,"My daughter's phone has been dark for awhile, but today she dropped it and book the screen",110000000000.0,Sprint,23-MAY-17 02.06.59.326000000 AM
LOST,in the park,106000000000.0,Sprint,04-MAY-17 08.53.03.226000000 PM
UNRECOV,It fell in the sewer,107000000000.0,Sprint,15-JUN-18 05.30.19.098000000 PM
CRCKSCRN,Dropped tablet,102000000000.0,Sprint,30-MAR-17 06.17.35.314000000 PM
OTHER,my daughter broke it,113011010.0,Sprint,29-MAR-17 07.08.22.000000000 PM
LQDDMG,liquid damage,106000000000.0,Sprint,23-MAY-17 09.18.30.213000000 PM
STOLEN,Stolen in the park,109000000000.0,Sprint,18-MAY-17 09.32.46.606000000 PM
UNRECOV,I dropped my phone on the train tracks out of my pocket while boarding. I could not retrieve it before the train left.,109000000000.0,Sprint,02-JUN-18 03.28.13.081000000 AM
CRCKSCRN,phone was left on top of the car and fell off when i drove away. As soon as i heard something slide off the roof i saw it and grabbed it but it was too late.,104000000000.0,Sprint,06-JUN-17 03.12.04.735000000 PM
CRCKSCRN,Phone fell and hit the ground cracking the screen the bottom portion is not always functioning now.,103000000000.0,Sprint,16-APR-17 05.38.16.767000000 PM
LQDDMG,"The phone has been acting up for some time. It was still usable but slow and unresponsive at times (having to restart apps, keyboard not working, etc). Last week the screen was cracked, so I decided to file a claim. I was told to take it to a repair center. They found there to be water damage and now the phone will not work at all. It was working when I dropped it off. It makes a noise every few mins with a blue light on top. I need a phone asap as I am leaving town for business Thursday eve.",108000000000.0,Sprint,06-JUN-17 01.23.39.428000000 AM
CRCKSCRN,"I dropped my phone on the tile floor in my gym's locker room, from about 3ft. off the ground. The screen cracked, and was functioning normally until 3-4 days ago, when it quit holding a charge. The phone has to be plugged in to stay fully functional.",102000000000.0,Sprint,14-APR-17 03.09.41.844000000 AM
